# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Jul 18 21:52:46 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00043772 -1.55000 10.06819 0.2817905843 1.9149378718 0.282 -1.746 3.6061 5.010 1 0.000 0.545 0.00 0.00 0.00 0.00 0.00 -1 -1.33e-15 0.00 7.392e-01 2.603e-01 8.206e-05 2.215e-05 2.008e-04 -1.000 4.565e-04 9.135 12.345 10.542 9.330 8.891 8.663 8.584
0.00043772 -1.55000 10.06819 0.3000000417 1.9529140366 0.300 -1.693 3.6091 4.996 1 0.000 0.545 0.00 0.00 0.00 0.00 0.00 -1 -1.48e-15 0.00 7.393e-01 2.602e-01 8.205e-05 2.215e-05 2.008e-04 -1.000 4.565e-04 9.002 12.158 10.376 9.185 8.756 8.532 8.455
0.00043772 -1.55000 10.06819 0.3069982231 1.9667200725 0.307 -1.674 3.6102 4.992 1 0.000 0.545 0.00 0.00 0.00 0.00 0.00 -1 -1.53e-15 0.00 7.393e-01 2.602e-01 8.205e-05 2.215e-05 2.008e-04 -1.000 4.565e-04 8.955 12.091 10.317 9.134 8.708 8.486 8.409
0.00043772 -1.55000 10.06819 0.3499999940 2.0434174644 0.350 -1.567 3.6165 4.967 1 0.000 0.545 0.00 0.00 0.00 0.00 0.00 -1 -1.89e-15 0.00 7.393e-01 2.602e-01 8.202e-05 2.215e-05 2.008e-04 -1.000 4.564e-04 8.687 11.717 9.984 8.845 8.437 8.225 8.151
0.00043772 -1.55000 10.06819 0.4000000060 2.1185024399 0.400 -1.426 3.6275 4.928 1 0.000 0.545 0.00 0.00 0.00 0.00 0.00 -1 -2.56e-15 0.00 7.503e-01 2.492e-01 8.208e-05 2.215e-05 2.008e-04 -1.000 4.564e-04 8.336 11.184 9.5209999999 8.457 8.080 7.885 7.817
0.00043772 -1.55000 10.06819 0.4500000179 2.1822809362 0.450 -1.255 3.6458 4.881 1 0.000 0.545 0.00 0.00 0.00 0.00 0.00 -1 -3.78e-15 0.00 7.504e-01 2.491e-01 8.208e-05 2.215e-05 2.008e-04 -1.000 4.564e-04 7.906 10.469 8.92 7.973 7.645 7.477 7.418
0.00043772 -1.55000 10.06819 0.5000000000 2.2374541529 0.500 -1.062 3.6708 4.834 1 0.000 0.545 0.00 0.00 0.00 0.00 0.00 -1 -5.9e-15 0.00 7.504e-01 2.491e-01 8.208e-05 2.215e-05 2.008e-04 -1.000 4.564e-04 7.425 9.592 8.227 7.429 7.161 7.028 6.982
0.00043772 -1.55000 10.06819 0.5500000715 2.2836583126 0.550 -0.850 3.6951 4.760 1 0.000 0.544 0.00 0.00 0.00 0.00 0.00 -1 -9.98e-15 0.00 7.840e-01 2.156e-01 7.174e-05 1.937e-05 1.758e-04 -1.000 3.573e-04 6.894 8.678 7.529 6.856 6.635 6.535 6.502
0.00043772 -1.55000 10.06819 0.6000000238 2.3211213258 0.600 -0.642 3.7224 4.699 1 0.000 0.544 0.00 0.00 0.00 0.00 0.00 -1 -1.65e-14 0.00 7.948e-01 2.049e-01 6.861e-05 1.854e-05 1.682e-04 -1.000 3.632e-04 6.374 7.794 6.872 6.312 6.137 6.068 6.050
0.00043772 -1.55000 10.06819 0.6022150517 2.3226162554 0.602 -0.632 3.7237 4.696 1 0.000 0.544 0.00 0.00 0.00 0.00 0.00 -1 -1.69e-14 0.00 7.953e-01 2.043e-01 6.845e-05 1.849e-05 1.679e-04 -1.000 3.652e-04 6.350 7.755 6.842 6.287 6.115 6.048 6.030
0.00043772 -1.55000 10.06819 0.6153363585 2.3312186389 0.615 -0.575 3.7318 4.681 1 0.000 0.543 0.00 0.00 0.00 0.00 0.00 -1 -1.94e-14 0.00 7.987e-01 2.009e-01 6.748e-05 1.823e-05 1.656e-04 -1.000 3.657e-04 6.207 7.521 6.6659999999 6.142 5.983 5.925 5.911
0.00043772 -1.55000 10.06819 0.6265662909 2.3382529148 0.626 -0.526 3.7386 4.667 1 0.000 0.543 0.00 0.00 0.00 0.00 0.00 -1 -2.19e-14 0.00 8.017e-01 1.979e-01 6.661e-05 1.800e-05 1.635e-04 -1.000 3.674e-04 6.085 7.327 6.5189999999 6.019 5.870 5.819 5.808
0.00043772 -1.55000 10.06819 0.6374316216 2.3447882164 0.637 -0.478 3.7451 4.653 1 0.000 0.543 0.00 0.00 0.00 0.00 0.00 -1 -2.47e-14 0.00 8.048e-01 1.949e-01 6.574e-05 1.777e-05 1.614e-04 -1.000 3.696e-04 5.965 7.146 6.377 5.902 5.762 5.718 5.710
0.00043772 -1.55000 10.06819 0.6475302577 2.3506367610 0.647 -0.433 3.7510 4.638 1 0.000 0.543 0.00 0.00 0.00 0.00 0.00 -1 -4.99e-15 0.00 8.077e-01 1.919e-01 6.490e-05 1.755e-05 1.593e-04 -1.000 3.677e-04 5.853 6.979 6.2459999999 5.793 5.663 5.625 5.619
0.00043772 -1.55000 10.06819 0.6499999762 2.3520353107 0.650 -0.422 3.7524 4.635 1 0.000 0.543 0.00 0.00 0.00 0.00 0.00 -1 -2.83e-14 0.00 8.085e-01 1.912e-01 6.468e-05 1.749e-05 1.588e-04 -1.000 3.650e-04 5.826 6.939 6.2139999999 5.766 5.638 5.602 5.597
0.00043772 -1.55000 10.06819 0.6501837969 2.3521389161 0.650 -0.422 3.7525 4.635 1 0.000 0.543 0.00 0.00 0.00 0.00 0.00 -1 -2.84e-14 0.00 8.085e-01 1.911e-01 6.467e-05 1.748e-05 1.588e-04 -1.000 3.650e-04 5.824 6.936 6.212 5.764 5.637 5.600 5.596
0.00043772 -1.55000 10.06819 0.6633236408 2.3593740915 0.663 -0.362 3.7596 4.612 1 0.000 0.542 0.00 0.00 0.00 0.00 0.00 -1 -3.3e-14 0.00 8.134e-01 1.862e-01 6.326e-05 1.711e-05 1.555e-04 -1.000 3.709e-04 5.676 6.724 6.042 5.621 5.505 5.476 5.475
0.00043772 -1.55000 10.06819 0.6754879355 2.3657843603 0.675 -0.306 3.7659 4.590 1 0.000 0.542 0.00 0.00 0.00 0.00 0.00 -1 -3.82e-14 0.00 8.183e-01 1.813e-01 6.186e-05 1.674e-05 1.521e-04 -1.000 3.688e-04 5.536 6.536 5.8859999999 5.488 5.382 5.359 5.360
0.00043772 -1.55000 10.06819 0.6866624355 2.3714434445 0.686 -0.254 3.7716 4.567 1 0.000 0.542 0.00 0.00 0.00 0.00 0.00 -1 -4.25e-14 0.00 8.231e-01 1.766e-01 6.050e-05 1.637e-05 1.489e-04 -1.000 3.546e-04 5.405 6.364 5.7399999999 5.363 5.265 5.249 5.251
0.00043772 -1.55000 10.06819 0.6973166466 2.3766452566 0.697 -0.202 3.7769 4.543 1 0.000 0.541 0.00 0.00 0.00 0.00 0.00 -1 -4.71e-14 0.00 8.280e-01 1.717e-01 5.911e-05 1.600e-05 1.456e-04 -1.000 2.768e-04 5.276 6.199 5.598 5.240 5.151 5.139 5.144
0.00043772 -1.55000 10.06819 0.6999999881 2.3779266974 0.700 -0.189 3.7782 4.537 1 0.000 0.541 0.00 0.00 0.00 0.00 0.00 -1 -5.22e-14 0.00 8.293e-01 1.704e-01 5.874e-05 1.591e-05 1.447e-04 -1.000 2.744e-04 5.243 6.156 5.561 5.209 5.121 5.111 5.116
0.00043772 -1.55000 10.06819 0.7078215480 2.3815982483 0.708 -0.150 3.7818 4.517 1 0.000 0.540 0.00 0.00 0.00 0.00 0.00 -1 -5.81e-14 0.00 8.338e-01 1.659e-01 5.733e-05 1.556e-05 1.416e-04 -1.000 2.832e-04 5.144 6.035 5.454 5.115 5.033 5.026 5.033
0.00043772 -1.55000 10.06819 0.7175340056 2.3860295363 0.717 -0.099 3.7863 4.489 1 0.000 0.538 0.00 0.00 0.00 0.00 0.00 -1 -6.7e-14 0.00 8.394e-01 1.604e-01 5.561e-05 1.513e-05 1.379e-04 -1.000 2.802e-04 5.017 5.882 5.316 4.993 4.918 4.916 4.924
0.00043772 -1.55000 10.06819 0.7260585427 2.3898067018 0.726 -0.052 3.7901 4.463 1 0.000 0.536 0.00 0.00 0.00 0.00 0.00 -1 -7.65e-14 0.00 8.442e-01 1.556e-01 5.416e-05 1.478e-05 1.347e-04 -1.000 2.778e-04 4.899 5.744 5.1899999999 4.880 4.811 4.813 4.822
0.00043772 -1.55000 10.06819 0.7344750762 2.3934372619 0.734 -0.003 3.7937 4.434 1 0.000 0.534 0.00 0.00 0.00 0.00 0.00 -1 -8.79e-14 0.00 8.487e-01 1.510e-01 5.280e-05 1.445e-05 1.318e-04 -1.000 2.934e-04 4.777 5.604 5.0589999999 4.762 4.700 4.704 4.715
0.00043772 -1.55000 10.06819 0.7417034507 2.3964797794 0.741 0.041 3.7967 4.406 1 0.000 0.533 0.00 0.00 0.00 0.00 0.00 -1 -9.99e-14 0.00 8.524e-01 1.473e-01 5.173e-05 1.419e-05 1.295e-04 -1.000 2.847e-04 4.667 5.479 4.9419999999 4.656 4.598 4.606 4.617
0.00043772 -1.55000 10.06819 0.7487058043 2.3993628292 0.748 0.086 3.7995 4.376 1 0.000 0.531 0.00 0.00 0.00 0.00 0.00 -1 -7.05e-14 0.00 8.558e-01 1.439e-01 5.077e-05 1.396e-05 1.275e-04 -1.000 2.778e-04 4.555 5.352 4.8219999999 4.546 4.493 4.504 4.516
0.00043772 -1.55000 10.06819 0.7500000000 2.3998889087 0.749 0.094 3.8000 4.370 1 0.000 0.531 0.00 0.00 0.00 0.00 0.00 -1 -1.17e-13 0.00 8.564e-01 1.433e-01 5.061e-05 1.392e-05 1.271e-04 -1.000 2.790e-04 4.534 5.328 4.7989999999 4.525 4.473 4.484 4.496
0.00043772 -1.55000 10.06819 0.7534667850 2.4012878926 0.753 0.117 3.8014 4.355 1 0.000 0.531 0.00 0.00 0.00 0.00 0.00 -1 -1.25e-13 0.00 8.572e-01 1.425e-01 5.049e-05 1.389e-05 1.269e-04 -1.000 2.844e-04 4.476 5.265 4.7379999999 4.469 4.419 4.431 4.444
0.00043772 -1.55000 10.06819 0.7606793046 2.4041514922 0.760 0.168 3.8042 4.319 1 0.000 0.530 0.00 0.00 0.00 0.00 0.00 -1 -1.46e-13 0.00 8.588e-01 1.410e-01 5.028e-05 1.384e-05 1.264e-04 -1.000 2.822e-04 4.349 5.125 4.603 4.344 4.299 4.314 4.327
0.00043772 -1.55000 10.06819 0.7672802806 2.4067181018 0.766 0.218 3.8065 4.282 1 0.000 0.530 0.00 0.00 0.00 0.00 0.00 -1 -1.7e-13 0.00 8.600e-01 1.397e-01 5.011e-05 1.379e-05 1.261e-04 -1.000 2.709e-04 4.224 4.990 4.4719999999 4.221 4.180 4.197 4.211
0.00043772 -1.55000 10.06819 0.7733203769 2.4090225335 0.772 0.267 3.8083 4.244 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -1.98e-13 0.00 8.610e-01 1.387e-01 5.001e-05 1.377e-05 1.260e-04 -1.000 2.923e-04 4.101 4.859 4.343 4.100 4.061 4.080 4.095
0.00043772 -1.55000 10.06819 0.7789468765 2.4111322363 0.778 0.316 3.8095 4.203 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -2.32e-13 0.00 8.607e-01 1.390e-01 5.023e-05 1.384e-05 1.266e-04 -1.000 3.145e-04 3.980 4.731 4.217 3.979 3.943 3.962 3.978
0.00043772 -1.55000 10.06819 0.7828016281 2.4125574925 0.782 0.351 3.8101 4.172 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -2.6e-13 0.00 8.603e-01 1.394e-01 5.045e-05 1.390e-05 1.271e-04 -1.000 3.277e-04 3.893 4.641 4.127 3.892 3.857 3.877 3.892
0.00043772 -1.55000 10.06819 0.7842550874 2.4130907134 0.783 0.366 3.8100 4.158 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -2.74e-13 0.00 8.600e-01 1.396e-01 5.054e-05 1.392e-05 1.274e-04 -1.000 3.301e-04 3.856 4.604 4.09 3.855 3.820 3.840 3.855
0.00043772 -1.55000 10.06819 0.7899076343 2.4151429898 0.789 0.426 3.8086 4.096 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -3.34e-13 0.00 8.592e-01 1.404e-01 5.091e-05 1.402e-05 1.283e-04 -1.000 3.397e-04 3.706 4.457 3.94 3.702 3.665 3.684 3.699
0.00043772 -1.55000 10.06819 0.7942081690 2.4166819071 0.793 0.479 3.8054 4.032 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -4.06e-13 0.00 8.586e-01 1.410e-01 5.118e-05 1.410e-05 1.290e-04 -1.000 3.468e-04 3.573 4.336 3.812 3.565 3.524 3.540 3.554
0.00043772 -1.55000 10.06819 0.7949415445 2.4169424302 0.794 0.489 3.8045 4.019 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -4.25e-13 0.00 8.585e-01 1.411e-01 5.123e-05 1.411e-05 1.291e-04 -1.000 3.480e-04 3.548 4.314 3.789 3.539 3.497 3.512 3.525
0.00043772 -1.55000 10.06819 0.7956383228 2.4171894409 0.794 0.499 3.8033 4.004 1 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -4.42e-13 0.00 8.584e-01 1.412e-01 5.127e-05 1.413e-05 1.292e-04 -1.000 3.491e-04 3.521 4.292 3.765 3.512 3.468 3.482 3.494
0.00043772 -1.55000 10.06819 0.7979751229 2.4180142256 0.797 0.537 3.7984 3.948 2 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -5.09e-13 0.00 8.581e-01 1.416e-01 5.142e-05 1.417e-05 1.296e-04 -1.000 3.531e-04 3.429 4.218 3.682 3.414 3.363 3.372 3.383
0.00043772 -1.55000 10.06819 0.7997565269 2.4186392586 0.798 0.569 3.7927 3.894 2 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -5.83e-13 0.00 8.578e-01 1.418e-01 5.154e-05 1.420e-05 1.299e-04 -1.000 3.561e-04 3.348 4.163 3.614 3.328 3.268 3.272 3.281
0.00043772 -1.55000 10.06819 0.8000000119 2.4187244405 0.799 0.574 3.7915 3.884 2 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -5.97e-13 0.00 8.578e-01 1.418e-01 5.155e-05 1.420e-05 1.300e-04 -1.000 3.565e-04 3.335 4.156 3.604 3.314 3.253 3.255 3.264
0.00043772 -1.55000 10.06819 0.8010716438 2.4190986371 0.800 0.596 3.7860 3.841 2 0.000 0.529 0.00 0.00 0.00 0.00 0.00 -1 -6.6e-13 0.00 8.574e-01 1.422e-01 5.167e-05 1.423e-05 1.303e-04 -1.000 3.568e-04 3.280 4.126 3.562 3.254 3.184 3.181 3.188
0.00043772 -1.55000 10.06819 0.8021654487 2.4194793906 0.801 0.620 3.7791 3.789 2 0.000 0.530 0.00 0.00 0.00 0.00 0.00 -1 -7.41e-13 0.00 8.449e-01 1.547e-01 5.565e-05 1.532e-05 1.401e-04 -1.000 3.564e-04 3.219 4.101 3.519 3.187 3.107 3.097 3.101
0.00043772 -1.55000 10.06819 0.8030763865 2.4197955780 0.801 0.642 3.7721 3.740 2 0.000 0.531 0.00 0.00 0.00 0.00 0.00 -1 -8.24e-13 0.00 8.255e-01 1.741e-01 6.129e-05 1.684e-05 1.537e-04 -1.000 3.542e-04 3.165 4.089 3.483 3.128 3.037 3.020 3.022
0.00043772 -1.55000 10.06819 0.8038700223 2.4200703781 0.802 0.663 3.7653 3.692 2 0.000 0.533 0.00 0.00 0.00 0.00 0.00 -1 -9.13e-13 0.00 8.054e-01 1.943e-01 6.651e-05 1.824e-05 1.662e-04 -1.000 3.682e-04 3.112 4.079 3.45 3.072 2.970 2.946 2.945
0.00043772 -1.55000 10.06819 0.8046022058 2.4203233472 0.803 0.687 3.7587 3.643 2 0.000 0.535 0.00 0.00 0.00 0.00 0.00 -1 -1.02e-12 0.00 7.897e-01 2.099e-01 7.052e-05 1.931e-05 1.757e-04 -1.000 3.733e-04 3.054 4.066 3.411 3.010 2.898 2.868 2.864
0.00043772 -1.55000 10.06819 0.8053371906 2.4205767523 0.804 0.717 3.7522 3.586 2 0.000 0.536 0.00 0.00 0.00 0.00 0.00 -1 -1.17e-12 0.00 7.794e-01 2.202e-01 7.316e-05 2.002e-05 1.821e-04 -1.000 4.072e-04 2.977 4.037 3.355 2.931 2.809 2.772 2.766
0.00043772 -1.55000 10.06819 0.8059120178 2.4207745685 0.804 0.749 3.7476 3.537 2 0.000 0.536 0.00 0.00 0.00 0.00 0.00 -1 -1.33e-12 0.00 7.741e-01 2.255e-01 7.452e-05 2.038e-05 1.853e-04 -1.000 4.229e-04 2.897 3.991 3.29 2.851 2.721 2.680 2.671
0.00043772 -1.55000 10.06819 0.8064809442 2.4209700348 0.805 0.787 3.7438 3.483 2 0.000 0.536 0.00 0.00 0.00 0.00 0.00 -1 -1.55e-12 0.00 7.703e-01 2.293e-01 7.548e-05 2.063e-05 1.876e-04 -1.000 3.710e-04 2.801 3.924 3.207 2.755 2.620 2.574 2.564
0.00043772 -1.55000 10.06819 0.8066639304 2.4210328360 0.805 0.802 3.7429 3.465 2 0.000 0.536 0.00 0.00 0.00 0.00 0.00 -1 -1.64e-12 0.00 7.694e-01 2.302e-01 7.570e-05 2.069e-05 1.881e-04 -1.000 3.873e-04 2.764 3.895 3.174 2.718 2.581 2.534 2.524
0.00043772 -1.55000 10.06819 0.8071550131 2.4212012148 0.805 0.843 3.7404 3.414 3 0.000 0.537 0.00 0.00 0.00 0.00 0.00 -1 -1.9e-12 0.00 7.669e-01 2.326e-01 7.624e-05 2.084e-05 1.894e-04 -1.000 4.480e-04 2.662 3.811 3.079 2.616 2.475 2.426 2.414
0.00043772 -1.55000 10.06819 0.8076920509 2.4213850808 0.806 0.892 3.7381 3.356 3 0.000 0.537 0.00 0.00 0.00 0.00 0.00 -1 -2.27e-12 0.00 7.646e-01 2.350e-01 7.672e-05 2.097e-05 1.906e-04 -1.000 4.199e-04 2.540 3.709 2.966 2.495 2.350 2.298 2.285
0.00043772 -1.55000 10.06819 0.8081480265 2.4215409729 0.806 0.937 3.7363 3.305 3 0.000 0.537 0.00 0.00 0.00 0.00 0.00 -1 -2.67e-12 0.00 7.627e-01 2.369e-01 7.705e-05 2.106e-05 1.914e-04 -1.000 4.192e-04 2.428 3.612 2.86 2.383 2.236 2.182 2.168
0.00043772 -1.55000 10.06819 0.8085837364 2.4216897475 0.807 0.983 3.7346 3.252 3 0.000 0.537 0.00 0.00 0.00 0.00 0.00 -1 -3.15e-12 0.00 7.609e-01 2.386e-01 7.732e-05 2.113e-05 1.920e-04 -1.000 4.565e-04 2.313 3.511 2.751 2.269 2.119 2.063 2.049
0.00043772 -1.55000 10.06819 0.8090263009 2.4218406740 0.807 1.033 3.7330 3.196 3 0.000 0.537 0.00 0.00 0.00 0.00 0.00 -1 -3.77e-12 0.00 7.591e-01 2.404e-01 7.753e-05 2.121e-05 1.926e-04 -1.000 4.508e-04 2.188 3.399 2.632 2.145 1.992 1.934 1.919
0.00043772 -1.55000 10.06819 0.8094329834 2.4219791965 0.807 1.083 3.7314 3.140 3 0.000 0.536 0.00 0.00 0.00 0.00 0.00 -1 -4.51e-12 0.00 7.575e-01 2.421e-01 7.766e-05 2.127e-05 1.931e-04 -1.000 4.438e-04 2.063 3.287 2.513 2.021 1.866 1.806 1.790
0.00043772 -1.55000 10.06819 0.8097980618 2.4221034116 0.807 1.131 3.7299 3.085 3 0.000 0.535 0.00 0.00 0.00 0.00 0.00 -1 -5.36e-12 0.00 7.560e-01 2.436e-01 7.768e-05 2.135e-05 1.935e-04 -1.000 4.241e-04 1.942 3.178 2.397 1.901 1.744 1.682 1.665
0.00043772 -1.55000 10.06819 0.8101173043 2.4222119259 0.808 1.177 3.7285 3.034 3 0.000 0.534 0.00 0.00 0.00 0.00 0.00 -1 -6.32e-12 0.00 7.547e-01 2.449e-01 7.762e-05 2.145e-05 1.938e-04 -1.000 4.136e-04 1.828 3.076 2.288 1.788 1.629 1.565 1.547
0.00043772 -1.55000 10.06819 0.8104282618 2.4223175296 0.808 1.226 3.7270 2.980 3 0.000 0.533 0.00 0.00 0.00 0.00 0.00 -1 -7.53e-12 0.00 7.534e-01 2.462e-01 7.745e-05 2.161e-05 1.940e-04 -1.000 4.545e-04 1.706 2.967 2.173 1.667 1.506 1.441 1.422
0.00043772 -1.55000 10.06819 0.8107265830 2.4224187543 0.808 1.277 3.7254 2.922 3 0.000 0.530 0.00 0.00 0.00 0.00 0.00 -1 -9.04e-12 0.00 7.523e-01 2.473e-01 7.719e-05 2.185e-05 1.942e-04 -1.000 4.310e-04 1.579 2.855 2.051 1.541 1.377 1.310 1.290
0.00043772 -1.55000 10.06819 0.8109766841 2.4225035512 0.808 1.323 3.7239 2.870 3 0.000 0.528 0.00 0.00 0.00 0.00 0.00 -1 -1.07e-11 0.00 7.515e-01 2.481e-01 7.692e-05 2.211e-05 1.943e-04 -1.000 4.101e-04 1.462 2.752 1.94 1.425 1.259 1.190 1.170
0.00043772 -1.55000 10.06819 0.8112047911 2.4225808386 0.808 1.369 3.7224 2.818 3 0.000 0.526 0.00 0.00 0.00 0.00 0.00 -1 -1.26e-11 0.00 7.507e-01 2.488e-01 7.664e-05 2.239e-05 1.944e-04 -1.000 4.552e-04 1.347 2.650 1.831 1.311 1.142 1.071 1.050
0.00043772 -1.55000 10.06819 0.8114193082 2.4226534758 0.808 1.417 3.7208 2.764 3 0.000 0.524 0.00 0.00 0.00 0.00 0.00 -1 -1.5e-11 0.00 7.502e-01 2.494e-01 7.637e-05 2.266e-05 1.946e-04 -1.000 4.506e-04 1.228 2.546 1.719 1.194 1.023 0.950 0.928
